index,cidade_india,data,tipo_cartao,tipo_despesa,genero_titular,valor
9451,Delhi,2014-11-12,Silver,contas,F,87467
9452,Bengaluru,2014-02-05,Silver,contas,M,147696
9453,Delhi,2014-06-02,Gold,combustivel,F,112999
9454,Bengaluru,2013-12-19,Platinum,mercado,M,260366
9455,Ahmedabad,2014-06-05,Gold,entretenimento,F,170668
9456,Bengaluru,2014-07-18,Gold,combustivel,F,141296
9457,Ahmedabad,2015-05-03,Silver,entretenimento,F,111927
9458,Greater Mumbai,2014-03-16,Gold,entretenimento,M,218002
9459,Ahmedabad,2013-10-09,Silver,contas,M,293423
9460,Greater Mumbai,2015-03-11,Gold,contas,M,227949
9461,Greater Mumbai,2014-08-10,Silver,combustivel,M,282737
9462,Ahmedabad,2014-05-10,Signature,mercado,M,259530
9463,Ahmedabad,2013-10-29,Signature,combustivel,M,171266
9464,Bengaluru,2014-01-21,Silver,mercado,F,211548
9465,Delhi,2015-02-18,Signature,mercado,F,242492
9466,Delhi,2014-04-22,Silver,entretenimento,M,22155
9467,Delhi,2014-05-28,Platinum,alimentacao,F,159958
9468,Ahmedabad,2013-12-22,Signature,alimentacao,F,49711
9469,Ahmedabad,2015-05-25,Platinum,alimentacao,F,113707
9470,Ahmedabad,2014-09-28,Silver,mercado,F,16248
9471,Delhi,2015-03-03,Platinum,entretenimento,M,36949
9472,Greater Mumbai,2014-09-30,Gold,mercado,F,188992
9473,Bengaluru,2014-02-03,Platinum,entretenimento,M,284959
9474,Delhi,2013-11-09,Signature,combustivel,F,23303
9475,Bengaluru,2014-03-22,Platinum,contas,M,101672
9476,Bengaluru,2015-01-25,Signature,contas,M,291279
9477,Ahmedabad,2014-10-10,Signature,alimentacao,F,296921
9478,Ahmedabad,2015-04-25,Gold,mercado,M,8016
9479,Ahmedabad,2014-12-29,Platinum,contas,M,150577
9480,Bengaluru,2014-09-21,Platinum,alimentacao,M,176834
9481,Ahmedabad,2014-12-31,Platinum,combustivel,F,98586
9482,Greater Mumbai,2014-12-19,Gold,alimentacao,F,11051
9483,Delhi,2014-04-06,Gold,alimentacao,F,244219
9484,Ahmedabad,2015-01-10,Platinum,alimentacao,F,44685
9485,Ahmedabad,2015-03-03,Platinum,mercado,F,279383
9486,Greater Mumbai,2014-08-16,Signature,mercado,F,81820
9487,Ahmedabad,2014-10-17,Signature,mercado,F,46188
9488,Ahmedabad,2014-04-05,Platinum,alimentacao,M,130947
9489,Greater Mumbai,2014-11-22,Gold,mercado,M,238968
9490,Bengaluru,2013-10-30,Signature,mercado,F,170707
9491,Ahmedabad,2014-07-26,Gold,contas,F,219707
9492,Bengaluru,2015-03-29,Gold,mercado,F,238019
9493,Delhi,2015-03-27,Signature,mercado,M,64912
9494,Delhi,2014-08-13,Signature,combustivel,M,40938
9495,Delhi,2014-02-04,Silver,alimentacao,M,207947
9496,Bengaluru,2014-02-04,Silver,entretenimento,M,21548
9497,Delhi,2014-11-29,Platinum,entretenimento,M,274196
9498,Delhi,2015-02-14,Silver,alimentacao,F,248890
9499,Bengaluru,2014-11-20,Silver,mercado,F,253425
9500,Delhi,2014-03-24,Gold,alimentacao,F,293178
9501,Bengaluru,2013-11-10,Gold,contas,M,77784
9502,Bengaluru,2014-02-24,Gold,mercado,F,162039
9503,Bengaluru,2014-06-26,Signature,alimentacao,F,175042
9504,Ahmedabad,2013-11-12,Platinum,combustivel,M,183146
9505,Delhi,2015-02-01,Platinum,alimentacao,F,235161
9506,Bengaluru,2014-01-15,Gold,entretenimento,F,133777
9507,Ahmedabad,2014-03-08,Gold,contas,M,297444
9508,Greater Mumbai,2014-02-11,Silver,contas,M,112181
9509,Bengaluru,2015-03-28,Gold,alimentacao,F,233342
9510,Greater Mumbai,2015-04-10,Silver,combustivel,F,74617
9511,Ahmedabad,2014-05-24,Platinum,combustivel,F,86853
9512,Delhi,2014-09-18,Gold,combustivel,F,280534
9513,Greater Mumbai,2014-02-17,Platinum,combustivel,F,16273
9514,Bengaluru,2014-05-12,Platinum,mercado,F,176203
9515,Greater Mumbai,2015-01-20,Signature,contas,M,50340
9516,Bengaluru,2014-10-19,Platinum,mercado,F,75422
9517,Bengaluru,2014-05-12,Gold,mercado,M,116165
9518,Delhi,2015-05-11,Gold,mercado,F,269363
9519,Delhi,2014-01-27,Silver,alimentacao,F,208043
9520,Ahmedabad,2014-05-02,Signature,combustivel,M,209393
9521,Bengaluru,2014-10-29,Gold,entretenimento,M,207570
9522,Delhi,2015-04-26,Signature,combustivel,F,148101
9523,Ahmedabad,2014-11-25,Silver,alimentacao,M,182291
9524,Delhi,2014-01-11,Gold,mercado,M,253081
9525,Delhi,2014-10-25,Signature,contas,F,173284
9526,Greater Mumbai,2015-03-18,Gold,combustivel,M,166599
9527,Delhi,2013-12-25,Silver,entretenimento,F,69156
9528,Greater Mumbai,2014-05-13,Silver,combustivel,M,114470
9529,Bengaluru,2014-06-24,Platinum,mercado,F,38571
9530,Greater Mumbai,2014-11-22,Signature,alimentacao,M,35475
9531,Greater Mumbai,2014-09-02,Gold,contas,F,98423
9532,Delhi,2015-03-23,Silver,alimentacao,F,139192
9533,Ahmedabad,2014-07-20,Gold,entretenimento,M,82274
9534,Ahmedabad,2014-12-04,Gold,contas,F,244274
9535,Ahmedabad,2015-01-08,Silver,combustivel,F,84712
9536,Greater Mumbai,2014-11-04,Silver,contas,M,244220
9537,Ahmedabad,2015-02-13,Platinum,alimentacao,F,77295
9538,Delhi,2015-02-24,Platinum,entretenimento,F,141174
9539,Delhi,2015-02-24,Silver,contas,F,187348
9540,Ahmedabad,2015-05-23,Signature,combustivel,F,190920
9541,Ahmedabad,2015-03-14,Silver,entretenimento,F,107135
9542,Delhi,2015-03-08,Signature,entretenimento,M,139894
9543,Ahmedabad,2015-01-30,Platinum,entretenimento,M,190003
9544,Delhi,2014-11-01,Silver,entretenimento,F,227654
9545,Greater Mumbai,2014-11-15,Silver,mercado,F,96357
9546,Bengaluru,2015-01-02,Signature,combustivel,F,63077
9547,Bengaluru,2014-10-21,Platinum,entretenimento,F,289244
9548,Delhi,2014-07-02,Silver,entretenimento,M,40905
9549,Ahmedabad,2015-01-14,Signature,mercado,F,186513
9550,Ahmedabad,2014-09-16,Platinum,combustivel,M,164608
9551,Greater Mumbai,2014-09-24,Silver,entretenimento,M,273861
9552,Ahmedabad,2014-12-29,Gold,entretenimento,M,248769
9553,Greater Mumbai,2014-01-10,Gold,combustivel,F,23977
9554,Bengaluru,2015-03-04,Platinum,contas,F,157833
9555,Bengaluru,2015-01-19,Signature,combustivel,F,195665
9556,Ahmedabad,2015-01-02,Silver,entretenimento,F,208636
9557,Bengaluru,2014-10-04,Signature,contas,F,161577
9558,Bengaluru,2013-10-07,Signature,alimentacao,F,14506
9559,Ahmedabad,2015-02-18,Signature,combustivel,M,136534
9560,Ahmedabad,2014-05-24,Signature,alimentacao,F,116839
9561,Delhi,2014-09-20,Signature,contas,F,59975
9562,Delhi,2014-10-12,Signature,alimentacao,F,183812
9563,Bengaluru,2013-10-29,Signature,mercado,F,215394
9564,Greater Mumbai,2014-12-15,Silver,alimentacao,M,12794
9565,Greater Mumbai,2014-02-06,Gold,contas,F,74916
9566,Ahmedabad,2014-03-15,Silver,contas,M,144574
9567,Bengaluru,2015-01-18,Signature,combustivel,F,67490
9568,Ahmedabad,2015-04-11,Silver,entretenimento,F,268770
9569,Bengaluru,2015-04-29,Signature,alimentacao,F,177875
9570,Bengaluru,2013-12-24,Gold,alimentacao,F,92361
9571,Delhi,2014-03-04,Platinum,mercado,F,53332
9572,Greater Mumbai,2014-04-20,Signature,contas,M,278711
9573,Greater Mumbai,2013-10-06,Silver,alimentacao,M,280604
9574,Delhi,2015-04-04,Silver,alimentacao,F,83640
9575,Bengaluru,2013-12-26,Signature,mercado,F,296839
9576,Delhi,2015-02-27,Silver,alimentacao,F,213027
9577,Greater Mumbai,2013-12-08,Silver,entretenimento,M,55536
9578,Ahmedabad,2015-01-15,Gold,alimentacao,M,149201
9579,Bengaluru,2015-02-04,Signature,alimentacao,F,122619
9580,Greater Mumbai,2014-07-30,Gold,alimentacao,M,110722
9581,Delhi,2014-11-17,Platinum,alimentacao,M,91792
9582,Ahmedabad,2013-11-17,Signature,mercado,M,26752
9583,Greater Mumbai,2013-10-16,Silver,entretenimento,F,179045
9584,Greater Mumbai,2015-01-19,Signature,entretenimento,F,171161
9585,Delhi,2014-10-27,Signature,alimentacao,F,82523
9586,Greater Mumbai,2013-11-15,Signature,contas,F,167368
9587,Bengaluru,2015-03-18,Silver,combustivel,M,74177
9588,Ahmedabad,2014-08-16,Gold,contas,M,283973
9589,Bengaluru,2014-03-30,Signature,entretenimento,F,40481
9590,Bengaluru,2015-05-17,Platinum,alimentacao,F,275728
9591,Ahmedabad,2015-02-16,Gold,alimentacao,F,160195
9592,Bengaluru,2015-03-06,Gold,contas,M,116131
9593,Ahmedabad,2013-11-28,Signature,contas,M,148773
9594,Ahmedabad,2014-01-17,Gold,mercado,F,114698
9595,Greater Mumbai,2015-02-23,Gold,alimentacao,F,165632
9596,Ahmedabad,2014-10-09,Platinum,mercado,F,185630
9597,Bengaluru,2013-11-06,Signature,mercado,F,52934
9598,Delhi,2014-11-09,Signature,alimentacao,M,142468
9599,Delhi,2014-03-02,Gold,entretenimento,F,200915
9600,Ahmedabad,2014-03-19,Silver,entretenimento,M,119280
9601,Bengaluru,2014-01-31,Platinum,contas,M,5167
9602,Bengaluru,2014-02-17,Silver,contas,F,108658
9603,Delhi,2014-08-30,Signature,contas,F,282535
9604,Ahmedabad,2014-12-09,Silver,mercado,M,2183
9605,Greater Mumbai,2014-10-22,Signature,alimentacao,F,53394
9606,Ahmedabad,2014-10-30,Platinum,combustivel,F,145468
9607,Ahmedabad,2014-04-22,Signature,combustivel,M,289454
9608,Delhi,2014-01-08,Platinum,alimentacao,F,70319
9609,Greater Mumbai,2014-06-24,Silver,mercado,M,207734
9610,Ahmedabad,2014-11-09,Platinum,combustivel,M,102048
9611,Delhi,2015-03-13,Platinum,alimentacao,M,161078
9612,Bengaluru,2014-09-21,Gold,alimentacao,M,109538
9613,Delhi,2015-05-24,Silver,entretenimento,F,165733
9614,Ahmedabad,2015-02-06,Platinum,entretenimento,F,146577
9615,Ahmedabad,2014-06-02,Silver,entretenimento,M,267549
9616,Ahmedabad,2014-08-14,Gold,alimentacao,M,62898
9617,Ahmedabad,2014-05-24,Signature,combustivel,M,81759
9618,Ahmedabad,2014-03-25,Gold,alimentacao,M,214366
9619,Delhi,2015-05-05,Platinum,entretenimento,M,96838
9620,Bengaluru,2014-02-27,Gold,contas,M,173600
9621,Bengaluru,2014-05-24,Platinum,mercado,F,103639
9622,Delhi,2015-01-27,Platinum,alimentacao,F,180092
9623,Greater Mumbai,2014-11-06,Gold,alimentacao,F,213164
9624,Bengaluru,2014-12-24,Silver,entretenimento,F,165405
9625,Bengaluru,2014-10-10,Platinum,mercado,F,194923
9626,Delhi,2014-04-01,Signature,combustivel,F,186865
9627,Ahmedabad,2013-11-12,Silver,contas,M,184218
9628,Bengaluru,2014-06-24,Silver,alimentacao,M,270880
9629,Ahmedabad,2014-08-20,Signature,mercado,F,104061
9630,Greater Mumbai,2013-10-31,Gold,contas,M,194680
9631,Bengaluru,2014-02-15,Silver,contas,F,191303
9632,Greater Mumbai,2014-04-20,Signature,entretenimento,M,261518
9633,Bengaluru,2014-08-30,Platinum,entretenimento,F,256224
9634,Bengaluru,2014-08-01,Gold,alimentacao,F,144369
9635,Bengaluru,2014-12-21,Platinum,contas,F,127170
9636,Ahmedabad,2013-11-29,Silver,entretenimento,M,297576
9637,Delhi,2014-10-22,Platinum,contas,M,5644
9638,Ahmedabad,2014-07-24,Gold,alimentacao,M,96569
9639,Greater Mumbai,2014-05-28,Gold,alimentacao,M,275373
9640,Bengaluru,2014-11-19,Platinum,alimentacao,M,299167
9641,Greater Mumbai,2014-02-05,Platinum,contas,M,135708
9642,Greater Mumbai,2014-02-23,Gold,mercado,M,208190
9643,Bengaluru,2014-07-15,Platinum,contas,M,4538
9644,Ahmedabad,2014-01-09,Silver,entretenimento,M,110232
9645,Bengaluru,2013-10-10,Signature,combustivel,F,134137
9646,Bengaluru,2014-05-11,Gold,alimentacao,F,102929
9647,Ahmedabad,2013-12-29,Signature,contas,F,297601
9648,Delhi,2013-10-09,Gold,alimentacao,M,285214
9649,Delhi,2013-11-03,Platinum,combustivel,M,149480
9650,Bengaluru,2014-03-02,Silver,contas,M,42992
9651,Greater Mumbai,2014-02-25,Gold,combustivel,M,129305
9652,Greater Mumbai,2013-10-16,Silver,combustivel,F,278494
9653,Delhi,2014-06-08,Gold,alimentacao,M,294492
9654,Ahmedabad,2013-10-13,Gold,alimentacao,F,122157
9655,Ahmedabad,2013-10-12,Signature,combustivel,F,186881
9656,Bengaluru,2015-01-27,Silver,alimentacao,F,193702
9657,Delhi,2014-06-12,Gold,combustivel,F,170177
9658,Ahmedabad,2014-10-04,Signature,contas,M,204969
9659,Bengaluru,2014-11-23,Platinum,combustivel,F,11677
9660,Delhi,2014-02-16,Silver,mercado,M,6506
9661,Greater Mumbai,2014-02-26,Silver,combustivel,M,7190
9662,Ahmedabad,2015-05-16,Signature,contas,F,114040
9663,Bengaluru,2014-12-09,Silver,combustivel,F,118369
9664,Greater Mumbai,2013-10-13,Silver,mercado,F,68338
9665,Greater Mumbai,2014-07-19,Signature,alimentacao,F,184082
9666,Ahmedabad,2015-01-17,Silver,combustivel,M,207628
9667,Delhi,2014-01-31,Gold,entretenimento,F,57230
9668,Ahmedabad,2014-11-14,Signature,contas,F,257469
9669,Bengaluru,2015-04-15,Silver,combustivel,F,49273
9670,Delhi,2014-12-14,Platinum,alimentacao,F,255770
9671,Ahmedabad,2013-11-11,Signature,mercado,F,264259
9672,Bengaluru,2014-11-14,Silver,contas,F,110651
9673,Bengaluru,2015-02-10,Silver,mercado,M,86247
9674,Bengaluru,2014-12-13,Signature,combustivel,M,212167
9675,Delhi,2015-01-17,Platinum,combustivel,F,246506
9676,Ahmedabad,2014-01-26,Gold,mercado,M,249325
9677,Ahmedabad,2014-10-26,Signature,entretenimento,F,280197
9678,Bengaluru,2015-04-18,Platinum,mercado,M,17155
9679,Bengaluru,2014-06-25,Signature,contas,M,8125
9680,Bengaluru,2015-04-21,Signature,entretenimento,F,165035
9681,Delhi,2014-10-17,Platinum,mercado,M,242063
9682,Delhi,2014-11-15,Signature,entretenimento,F,179557
9683,Delhi,2014-03-12,Platinum,combustivel,F,160901
9684,Ahmedabad,2015-03-20,Gold,entretenimento,F,194117
9685,Bengaluru,2014-02-03,Signature,mercado,M,283576
9686,Greater Mumbai,2014-07-15,Gold,combustivel,M,100417
9687,Bengaluru,2014-03-28,Gold,mercado,M,204973
9688,Greater Mumbai,2014-09-22,Signature,combustivel,M,273080
9689,Delhi,2014-10-07,Signature,combustivel,F,237207
9690,Delhi,2014-08-31,Signature,alimentacao,F,82616
9691,Greater Mumbai,2014-02-03,Signature,contas,F,56469
9692,Ahmedabad,2015-02-04,Platinum,combustivel,F,130835
9693,Greater Mumbai,2015-01-25,Silver,mercado,F,164326
9694,Ahmedabad,2014-02-22,Platinum,mercado,M,293567
9695,Greater Mumbai,2014-03-14,Gold,mercado,M,185909
9696,Ahmedabad,2014-04-30,Gold,mercado,F,255954
9697,Greater Mumbai,2014-03-25,Silver,alimentacao,F,140414
9698,Delhi,2014-11-17,Silver,combustivel,M,24793
9699,Delhi,2015-01-19,Silver,entretenimento,M,90490
9700,Bengaluru,2015-05-06,Silver,entretenimento,M,194556
9701,Bengaluru,2014-09-12,Signature,alimentacao,M,266290
9702,Delhi,2014-09-09,Platinum,mercado,F,113266
9703,Delhi,2014-04-07,Gold,entretenimento,F,268601
9704,Delhi,2014-08-20,Gold,contas,M,39206
9705,Delhi,2015-05-26,Platinum,contas,F,5133
9706,Bengaluru,2015-04-10,Platinum,contas,M,52920
9707,Bengaluru,2013-11-01,Gold,entretenimento,M,192259
9708,Delhi,2014-05-19,Signature,entretenimento,F,41312
9709,Ahmedabad,2013-11-26,Silver,contas,M,9937
9710,Greater Mumbai,2014-10-02,Gold,contas,M,129710
9711,Ahmedabad,2015-05-03,Signature,mercado,F,155598
9712,Greater Mumbai,2015-02-27,Platinum,mercado,F,47489
9713,Greater Mumbai,2014-07-30,Gold,contas,M,124548
9714,Ahmedabad,2014-10-18,Silver,mercado,F,38607
9715,Greater Mumbai,2014-10-12,Signature,mercado,M,221794
9716,Greater Mumbai,2014-09-21,Silver,alimentacao,F,71530
9717,Greater Mumbai,2014-03-22,Signature,mercado,F,34437
9718,Ahmedabad,2015-01-17,Platinum,contas,F,164854
9719,Bengaluru,2014-06-03,Silver,entretenimento,M,121120
9720,Ahmedabad,2014-12-27,Platinum,entretenimento,M,242386
9721,Greater Mumbai,2015-04-04,Gold,mercado,M,23274
9722,Bengaluru,2013-10-09,Gold,alimentacao,F,190157
9723,Ahmedabad,2015-05-01,Silver,contas,F,88793
9724,Delhi,2014-12-03,Signature,combustivel,M,65260
9725,Greater Mumbai,2013-11-11,Signature,combustivel,F,129660
9726,Ahmedabad,2014-11-15,Gold,mercado,F,82742
9727,Ahmedabad,2013-10-05,Signature,alimentacao,M,158711
9728,Greater Mumbai,2013-10-22,Gold,entretenimento,F,56072
9729,Delhi,2014-09-26,Platinum,combustivel,M,152501
9730,Bengaluru,2014-11-24,Gold,contas,M,120673
9731,Ahmedabad,2014-04-28,Platinum,alimentacao,F,174722
9732,Delhi,2014-02-25,Signature,alimentacao,F,169837
9733,Greater Mumbai,2014-06-11,Signature,combustivel,M,193862
9734,Ahmedabad,2014-06-10,Signature,combustivel,F,187251
9735,Bengaluru,2015-02-07,Signature,contas,M,128677
9736,Greater Mumbai,2014-05-17,Platinum,contas,F,19792
9737,Greater Mumbai,2015-02-09,Silver,entretenimento,F,82490
9738,Delhi,2014-04-15,Signature,contas,F,45775
9739,Bengaluru,2015-04-30,Platinum,combustivel,F,13255
9740,Ahmedabad,2014-01-11,Signature,contas,F,32177
9741,Greater Mumbai,2015-02-12,Gold,entretenimento,F,64972
9742,Greater Mumbai,2014-08-22,Signature,contas,F,124051
9743,Ahmedabad,2013-11-22,Silver,entretenimento,M,83837
9744,Delhi,2014-03-07,Platinum,mercado,M,94834
9745,Ahmedabad,2014-08-27,Signature,contas,M,266700
9746,Ahmedabad,2013-11-13,Gold,alimentacao,F,192593
9747,Greater Mumbai,2014-09-30,Silver,combustivel,F,116174
9748,Delhi,2014-09-06,Gold,entretenimento,F,109614
9749,Bengaluru,2014-01-20,Platinum,entretenimento,M,230090
9750,Bengaluru,2014-12-20,Silver,alimentacao,F,24105
9751,Bengaluru,2013-10-29,Silver,combustivel,F,261424
9752,Bengaluru,2014-02-12,Platinum,entretenimento,M,63055
9753,Ahmedabad,2014-12-22,Platinum,alimentacao,F,236461
9754,Ahmedabad,2014-09-07,Signature,contas,F,293200
9755,Delhi,2014-10-03,Gold,combustivel,F,41230
9756,Ahmedabad,2015-01-29,Signature,alimentacao,M,183143
9757,Bengaluru,2013-10-27,Gold,mercado,M,255458
9758,Ahmedabad,2015-02-17,Signature,combustivel,F,256648
9759,Greater Mumbai,2014-07-22,Silver,entretenimento,F,105410
9760,Bengaluru,2013-10-30,Silver,mercado,F,222370
9761,Ahmedabad,2014-02-07,Gold,alimentacao,M,284655
9762,Bengaluru,2014-03-22,Signature,mercado,M,20040
9763,Delhi,2013-12-09,Gold,entretenimento,M,85481
9764,Ahmedabad,2015-05-15,Platinum,combustivel,M,174949
9765,Delhi,2013-12-29,Gold,contas,F,193485
9766,Delhi,2014-01-01,Platinum,mercado,F,197561
9767,Ahmedabad,2014-08-11,Platinum,mercado,M,91743
9768,Delhi,2014-09-11,Gold,alimentacao,M,115908
9769,Bengaluru,2013-12-13,Silver,mercado,M,19111
9770,Ahmedabad,2014-06-09,Silver,combustivel,M,282818
9771,Delhi,2014-09-08,Silver,mercado,M,276644
9772,Bengaluru,2015-05-15,Silver,alimentacao,M,123731
9773,Delhi,2015-01-21,Silver,entretenimento,F,216531
9774,Delhi,2014-10-28,Signature,alimentacao,F,93974
9775,Delhi,2014-11-04,Gold,mercado,F,56081
9776,Ahmedabad,2014-03-29,Signature,entretenimento,M,265264
9777,Bengaluru,2013-12-02,Silver,combustivel,F,217772
9778,Ahmedabad,2015-05-14,Silver,alimentacao,M,140045
9779,Delhi,2013-12-14,Platinum,entretenimento,F,249391
9780,Ahmedabad,2014-03-14,Signature,contas,M,281731
9781,Delhi,2015-02-20,Gold,mercado,M,64343
9782,Greater Mumbai,2014-08-11,Signature,mercado,M,184686
9783,Bengaluru,2014-11-22,Platinum,contas,M,89747
9784,Greater Mumbai,2013-10-25,Platinum,alimentacao,M,3656
9785,Ahmedabad,2014-07-03,Signature,combustivel,M,216454
9786,Delhi,2013-10-05,Silver,alimentacao,F,22774
9787,Ahmedabad,2014-06-05,Platinum,alimentacao,M,288214
9788,Bengaluru,2014-10-14,Gold,combustivel,F,73053
9789,Delhi,2014-07-24,Signature,contas,M,269034
9790,Bengaluru,2014-12-28,Signature,contas,M,236067
9791,Delhi,2014-09-11,Platinum,alimentacao,F,163837
9792,Delhi,2014-10-07,Signature,combustivel,M,261914
9793,Ahmedabad,2015-03-04,Signature,alimentacao,M,58957
9794,Delhi,2015-03-05,Gold,combustivel,F,245555
9795,Bengaluru,2014-08-16,Signature,entretenimento,M,22457
9796,Bengaluru,2015-04-20,Silver,combustivel,F,222267
9797,Bengaluru,2014-09-29,Silver,entretenimento,M,294712
9798,Delhi,2013-10-11,Signature,mercado,M,127082
9799,Greater Mumbai,2014-08-03,Platinum,mercado,M,271747
9800,Greater Mumbai,2015-05-11,Platinum,mercado,M,71065
9801,Bengaluru,2014-10-20,Silver,contas,F,195116
9802,Greater Mumbai,2015-04-05,Silver,alimentacao,F,287839
9803,Bengaluru,2015-01-20,Signature,mercado,F,37251
9804,Greater Mumbai,2014-01-23,Gold,contas,F,88631
9805,Bengaluru,2015-01-31,Silver,combustivel,M,67967
9806,Greater Mumbai,2013-12-14,Silver,contas,M,149637
9807,Delhi,2013-10-15,Platinum,entretenimento,M,84178
9808,Ahmedabad,2015-02-05,Platinum,entretenimento,F,43195
9809,Delhi,2015-02-12,Gold,alimentacao,F,70344
9810,Bengaluru,2013-11-05,Signature,alimentacao,M,196832
9811,Delhi,2014-08-31,Platinum,entretenimento,F,166433
9812,Ahmedabad,2013-12-29,Signature,contas,F,188940
9813,Bengaluru,2013-10-31,Signature,mercado,M,278006
9814,Bengaluru,2015-03-20,Silver,mercado,M,127582
9815,Ahmedabad,2014-05-07,Silver,combustivel,F,132180
9816,Ahmedabad,2015-05-25,Gold,alimentacao,M,41519
9817,Ahmedabad,2014-12-23,Platinum,combustivel,M,274419
9818,Delhi,2014-04-04,Signature,mercado,M,123874
9819,Greater Mumbai,2014-04-04,Platinum,entretenimento,F,281656
9820,Greater Mumbai,2014-01-27,Signature,combustivel,M,95514
9821,Greater Mumbai,2014-11-29,Silver,mercado,M,102869
9822,Ahmedabad,2014-06-09,Gold,contas,F,292848
9823,Delhi,2014-12-12,Platinum,mercado,F,102155
9824,Greater Mumbai,2013-12-07,Silver,entretenimento,M,51565
9825,Ahmedabad,2013-12-19,Signature,mercado,M,164874
9826,Greater Mumbai,2014-11-25,Gold,mercado,M,92170
9827,Bengaluru,2013-12-13,Signature,entretenimento,F,253178
9828,Delhi,2014-08-16,Platinum,alimentacao,F,239487
9829,Ahmedabad,2014-09-04,Silver,contas,F,91340
9830,Ahmedabad,2013-11-17,Silver,contas,M,34708
9831,Bengaluru,2014-12-20,Gold,entretenimento,M,278646
9832,Bengaluru,2015-01-13,Silver,combustivel,F,288476
9833,Delhi,2014-10-09,Platinum,alimentacao,F,288807
9834,Bengaluru,2014-11-22,Signature,combustivel,F,19888
9835,Delhi,2015-01-07,Silver,entretenimento,M,20506
9836,Bengaluru,2015-03-23,Platinum,entretenimento,M,84165
9837,Greater Mumbai,2014-10-17,Signature,contas,M,178519
9838,Bengaluru,2015-05-24,Signature,alimentacao,M,184636
9839,Greater Mumbai,2014-04-07,Signature,alimentacao,F,52072
9840,Bengaluru,2015-01-20,Signature,contas,F,178883
9841,Greater Mumbai,2014-01-23,Signature,combustivel,M,1794
9842,Ahmedabad,2014-04-10,Platinum,combustivel,F,26505
9843,Bengaluru,2014-12-08,Platinum,contas,F,160763
9844,Bengaluru,2014-01-31,Platinum,mercado,F,246281
9845,Greater Mumbai,2013-11-19,Silver,alimentacao,M,21285
9846,Delhi,2014-07-30,Gold,mercado,F,253391
9847,Bengaluru,2014-04-22,Silver,entretenimento,F,291907
9848,Ahmedabad,2015-04-05,Platinum,contas,F,242202
9849,Greater Mumbai,2014-04-27,Gold,contas,M,273253
9850,Delhi,2014-03-16,Silver,alimentacao,M,150145
9851,Greater Mumbai,2015-03-07,Silver,contas,M,259165
9852,Greater Mumbai,2014-12-28,Gold,entretenimento,F,141994
9853,Bengaluru,2015-04-06,Signature,contas,M,253372
9854,Greater Mumbai,2014-10-28,Signature,combustivel,F,4153
9855,Bengaluru,2015-03-17,Platinum,contas,F,146484
9856,Delhi,2014-06-05,Signature,entretenimento,F,194739
9857,Bengaluru,2014-09-17,Silver,alimentacao,F,110979
9858,Bengaluru,2013-11-07,Platinum,contas,M,59136
9859,Bengaluru,2015-05-01,Gold,mercado,M,6091
9860,Greater Mumbai,2014-04-10,Silver,mercado,F,36727
9861,Bengaluru,2015-01-05,Platinum,mercado,F,200564
9862,Ahmedabad,2014-06-29,Signature,contas,F,13119
9863,Bengaluru,2014-04-16,Signature,combustivel,F,279623
9864,Ahmedabad,2014-11-03,Platinum,contas,F,125497
9865,Greater Mumbai,2015-05-05,Platinum,combustivel,M,113863
9866,Bengaluru,2015-03-04,Gold,alimentacao,M,193753
9867,Delhi,2014-04-25,Silver,mercado,F,278292
9868,Ahmedabad,2015-05-14,Gold,contas,F,259398
9869,Greater Mumbai,2015-05-08,Silver,alimentacao,F,248070
9870,Bengaluru,2013-10-16,Signature,mercado,M,1578
9871,Bengaluru,2014-08-30,Signature,alimentacao,F,120646
9872,Delhi,2015-03-10,Platinum,combustivel,F,160497
9873,Bengaluru,2014-07-26,Platinum,contas,M,156396
9874,Delhi,2014-07-02,Signature,alimentacao,F,93064
9875,Delhi,2013-12-10,Silver,combustivel,M,71785
9876,Delhi,2014-11-10,Silver,alimentacao,F,133133
9877,Bengaluru,2014-11-05,Silver,entretenimento,F,292603
9878,Ahmedabad,2014-03-08,Platinum,entretenimento,M,193815
9879,Bengaluru,2014-12-22,Silver,alimentacao,M,241941
9880,Greater Mumbai,2015-05-24,Platinum,alimentacao,M,143510
9881,Bengaluru,2014-07-13,Platinum,combustivel,F,167718
9882,Delhi,2014-03-24,Gold,combustivel,M,192080
9883,Greater Mumbai,2013-11-01,Gold,alimentacao,M,71877
9884,Delhi,2014-11-29,Silver,alimentacao,M,262639
9885,Greater Mumbai,2014-01-26,Signature,mercado,F,292974
9886,Ahmedabad,2015-02-12,Platinum,mercado,F,35256
9887,Bengaluru,2014-06-09,Silver,entretenimento,F,77887
9888,Greater Mumbai,2015-05-11,Signature,mercado,M,178600
9889,Bengaluru,2014-01-19,Signature,entretenimento,F,134838
9890,Bengaluru,2014-03-21,Signature,entretenimento,M,236020
9891,Ahmedabad,2014-02-20,Gold,combustivel,M,24810
9892,Greater Mumbai,2014-08-23,Gold,combustivel,M,91784
9893,Ahmedabad,2014-01-22,Signature,contas,M,220464
9894,Bengaluru,2015-01-14,Signature,alimentacao,F,26827
9895,Bengaluru,2014-01-09,Silver,mercado,M,61453
9896,Bengaluru,2013-10-21,Silver,contas,M,80346
